TEMP,MONTH,YEAR,STATE
24.5,DEC,2021,South Dakota
15.1,DEC,2022,South Dakota
39.5,DEC,2020,Tennessee
50.4,DEC,2021,Tennessee
40.9,DEC,2022,Tennessee
48.5,DEC,2020,Texas
59.1,DEC,2021,Texas
49.9,DEC,2022,Texas
27.2,DEC,2020,Utah
31.1,DEC,2021,Utah
28,DEC,2022,Utah
27.3,DEC,2020,Vermont
28.2,DEC,2021,Vermont
27.1,DEC,2022,Vermont
38.4,DEC,2020,Virginia
45.8,DEC,2021,Virginia
37.2,DEC,2022,Virginia
33.7,DEC,2020,Washington
29.4,DEC,2021,Washington
26.3,DEC,2022,Washington
34.3,DEC,2020,West Virginia
42.6,DEC,2021,West Virginia
34.5,DEC,2022,West Virginia
24.2,DEC,2020,Wisconsin
24.8,DEC,2021,Wisconsin
19.1,DEC,2022,Wisconsin
24.5,DEC,2020,Wyoming
26.2,DEC,2021,Wyoming
19,DEC,2022,Wyoming
10.6,DEC,2020,Alaska
6.8,DEC,2021,Alaska
7.5,DEC,2022,Alaska
